participant,Image,Rule,CorrectResponse,Trialnr,TrialType,Context,accuracy,rt,AgeGroup,accuracy01
40,car.png,ACTION,drive,108,nonswitch,Dual,1,964.5,Younger,1
40,football.png,ACTION,kick,12,SingleNaming,SingleA,1,966.9,Younger,1
40,dart.png,ACTION,throw,4,SingleNaming,SingleA,1,968.5,Younger,1
40,pipe.png,ACTION,smoke,29,SingleNaming,SingleB,1,977.1,Younger,1
40,pipe.png,ACTION,smoke,153,nonswitch,Dual,1,977.1,Younger,1
40,book.png,ACTION,read,142,switch,Dual,1,985.6,Younger,1
40,glass.png,ACTION,drink,21,SingleNaming,SingleB,1,989.9,Younger,1
40,dart.png,ACTION,throw,22,SingleNaming,SingleB,1,989.9,Younger,1
40,car.png,ACTION,drive,9,SingleNaming,SingleA,1,1004,Younger,1
40,bell.png,ACTION,ring,122,nonswitch,Dual,1,1015,Younger,1
40,glass.png,ACTION,drink,82,switch,Dual,1,1016.4,Younger,1
40,bed.png,ACTION,sleep,27,SingleNaming,SingleB,1,1018,Younger,1
40,needle.png,ACTION,sew,158,switch,Dual,1,1024,Younger,1
40,bell.png,ACTION,ring,1,SingleNaming,SingleA,1,1041,Younger,1
40,pool.png,ACTION,swim,24,SingleNaming,SingleB,1,1045.3,Younger,1
40,pool.png,ACTION,swim,2,SingleNaming,SingleA,1,1052.3,Younger,1
40,shovel.png,ACTION,dig,3,SingleNaming,SingleA,1,1069.8,Younger,1
40,chair.png,ACTION,sit,147,nonswitch,Dual,1,1079.5,Younger,1
40,ladder.png,ACTION,climb,64,nonswitch,Dual,1,1080.5,Younger,1
40,car.png,ACTION,drive,37,SingleNaming,SingleB,1,1089.5,Younger,1
40,keyboard.png,ACTION,type,139,switch,Dual,1,1091.1,Younger,1
40,kettle.png,ACTION,boil,15,SingleNaming,SingleA,1,1091.5,Younger,1
40,car.png,ACTION,drive,115,switch,Dual,1,1097.4,Younger,1
40,plane.png,ACTION,fly,20,SingleNaming,SingleA,1,1100.6,Younger,1
40,needle.png,ACTION,sew,48,nonswitch,Dual,1,1102.2,Younger,1
40,needle.png,ACTION,sew,5,SingleNaming,SingleA,1,1106.8,Younger,1
40,pen.png,ACTION,write,136,nonswitch,Dual,1,1111.4,Younger,1
40,book.png,ACTION,read,6,SingleNaming,SingleA,1,1117.9,Younger,1
40,axe.png,ACTION,chop,14,SingleNaming,SingleA,1,1124.1,Younger,1
40,car.png,ACTION,drive,78,switch,Dual,1,1135.5,Younger,1
40,bed.png,ACTION,sleep,22,nonswitch,Dual,1,1143.5,Younger,1
40,bed.png,ACTION,sleep,107,switch,Dual,1,1143.5,Younger,1
40,scissors.png,ACTION,cut,112,nonswitch,Dual,2,1150.8,Younger,0
40,scissors.png,ACTION,cut,63,nonswitch,Dual,1,1166.1,Younger,1
40,plane.png,ACTION,fly,23,SingleNaming,SingleB,1,1168.2,Younger,1
40,glass.png,ACTION,drink,33,nonswitch,Dual,1,1173.9,Younger,1
40,needle.png,ACTION,sew,55,switch,Dual,1,1178.7,Younger,1
40,keyboard.png,ACTION,type,119,nonswitch,Dual,1,1184.9,Younger,1
40,book.png,ACTION,read,67,nonswitch,Dual,1,1188.4,Younger,1
40,pool.png,ACTION,swim,68,nonswitch,Dual,1,1193,Younger,1
40,glass.png,ACTION,drink,8,SingleNaming,SingleA,1,1201.3,Younger,1
40,kettle.png,ACTION,boil,25,SingleNaming,SingleB,1,1201.9,Younger,1
40,book.png,ACTION,read,32,SingleNaming,SingleB,1,1210.8,Younger,1
40,scissors.png,ACTION,cut,7,SingleNaming,SingleA,1,1220.3,Younger,1
40,pen.png,ACTION,write,18,SingleNaming,SingleA,1,1229.6,Younger,1
40,keyboard.png,ACTION,type,19,SingleNaming,SingleA,1,1258.2,Younger,1
40,razor.png,ACTION,shave,26,SingleNaming,SingleB,1,1262.2,Younger,1
40,pen.png,ACTION,write,62,switch,Dual,1,1276.7,Younger,1
40,razor.png,ACTION,shave,17,SingleNaming,SingleA,1,1279.3,Younger,1
40,shovel.png,ACTION,dig,32,nonswitch,Dual,1,1287.7,Younger,1
40,bell.png,ACTION,ring,7,nonswitch,Dual,1,1289.6,Younger,1
40,pen.png,ACTION,write,98,switch,Dual,1,1292.8,Younger,1
40,shovel.png,ACTION,dig,52,switch,Dual,1,1303,Younger,1
40,football.png,ACTION,kick,28,nonswitch,Dual,1,1304.6,Younger,1
40,bell.png,ACTION,ring,14,switch,Dual,1,1314.1,Younger,1
40,pen.png,ACTION,write,18,switch,Dual,1,1314.1,Younger,1
40,dart.png,ACTION,throw,86,switch,Dual,1,1316,Younger,1
40,chair.png,ACTION,sit,73,nonswitch,Dual,1,1322.7,Younger,1
40,dart.png,ACTION,throw,39,nonswitch,Dual,1,1339.1,Younger,1
40,razor.png,ACTION,shave,71,switch,Dual,1,1340,Younger,1
40,football.png,ACTION,kick,47,switch,Dual,1,1341.1,Younger,1
40,kettle.png,ACTION,boil,87,nonswitch,Dual,1,1354.3,Younger,1
40,shovel.png,ACTION,dig,159,nonswitch,Dual,1,1356.9,Younger,1
40,football.png,ACTION,kick,148,nonswitch,Dual,1,1371.9,Younger,1
40,bed.png,ACTION,sleep,75,switch,Dual,1,1386.7,Younger,1
40,needle.png,ACTION,sew,144,nonswitch,Dual,1,1411.6,Younger,1
40,football.png,ACTION,kick,135,switch,Dual,1,1413.8,Younger,1
40,axe.png,ACTION,chop,102,nonswitch,Dual,1,1415.3,Younger,1
40,ladder.png,ACTION,climb,137,nonswitch,Dual,1,1416.7,Younger,1
40,ladder.png,ACTION,climb,6,switch,Dual,1,1417.5,Younger,1
40,ladder.png,ACTION,climb,101,switch,Dual,1,1429.3,Younger,1
40,glass.png,ACTION,drink,128,nonswitch,Dual,1,1432.3,Younger,1
40,dart.png,ACTION,throw,31,switch,Dual,1,1442.1,Younger,1
40,plane.png,ACTION,fly,140,nonswitch,Dual,1,1464.3,Younger,1
40,scissors.png,ACTION,cut,151,switch,Dual,1,1476.1,Younger,1
40,pipe.png,ACTION,smoke,9,switch,Dual,1,1483.3,Younger,1
40,pool.png,ACTION,swim,155,switch,Dual,1,1494.6,Younger,1
40,kettle.png,ACTION,boil,21,switch,Dual,1,1508.7,Younger,1
40,plane.png,ACTION,fly,56,nonswitch,Dual,1,1512.9,Younger,1
40,chair.png,ACTION,sit,27,switch,Dual,1,1527.5,Younger,1
40,pipe.png,ACTION,smoke,11,SingleNaming,SingleA,1,1536.2,Younger,1
40,pipe.png,ACTION,smoke,111,switch,Dual,1,1548.8,Younger,1
40,car.png,ACTION,drive,57,nonswitch,Dual,1,1550.8,Younger,1
40,scissors.png,ACTION,cut,60,nonswitch,Dual,1,1558.1,Younger,1
40,book.png,ACTION,read,113,nonswitch,Dual,1,1566.7,Younger,1
40,pipe.png,ACTION,smoke,15,nonswitch,Dual,1,1582.9,Younger,1
40,book.png,ACTION,read,35,switch,Dual,1,1591.5,Younger,1
40,kettle.png,ACTION,boil,79,nonswitch,Dual,1,1622,Younger,1
40,razor.png,ACTION,shave,89,switch,Dual,1,1651.5,Younger,1
40,keyboard.png,ACTION,type,28,SingleNaming,SingleB,1,1654.9,Younger,1
40,chair.png,ACTION,sit,118,switch,Dual,1,1676.8,Younger,1
40,keyboard.png,ACTION,type,42,nonswitch,Dual,1,1681.5,Younger,1
40,shovel.png,ACTION,dig,38,SingleNaming,SingleB,1,1726.7,Younger,1
40,razor.png,ACTION,shave,152,nonswitch,Dual,1,1792.2,Younger,1
40,bell.png,ACTION,ring,94,switch,Dual,1,1800,Younger,1
40,pool.png,ACTION,swim,41,X,Dual,7,1809.1,Younger,1
40,bed.png,ACTION,sleep,143,nonswitch,Dual,1,1834.7,Younger,1
40,glass.png,ACTION,drink,2,switch,Dual,1,1835.5,Younger,1
40,keyboard.png,ACTION,type,66,switch,Dual,1,1848.8,Younger,1
40,axe.png,ACTION,chop,72,nonswitch,Dual,1,1872.9,Younger,1
40,axe.png,ACTION,chop,59,switch,Dual,1,1907.7,Younger,1
40,kettle.png,ACTION,boil,121,X,Dual,7,1941.8,Younger,1
40,bell.png,ACTION,ring,33,SingleNaming,SingleB,1,1999.8,Younger,1
40,dart.png,ACTION,throw,95,nonswitch,Dual,1,2005.5,Younger,1
40,plane.png,ACTION,fly,146,switch,Dual,1,2010.5,Younger,1
40,razor.png,ACTION,shave,49,nonswitch,Dual,1,2015.6,Younger,1
40,plane.png,ACTION,fly,38,switch,Dual,1,2084.5,Younger,1
40,shovel.png,ACTION,dig,132,switch,Dual,1,2754.7,Younger,1
40,axe.png,ACTION,chop,127,switch,Dual,1,2789.2,Younger,1
40,plane.png,OBJECT,plane,28,SingleNaming,SingleA,1,721.1,Younger,1
40,book.png,OBJECT,book,7,SingleNaming,SingleB,1,768.1,Younger,1
40,pen.png,OBJECT,pen,12,SingleNaming,SingleB,1,771.7,Younger,1
40,pipe.png,OBJECT,pipe,11,SingleNaming,SingleB,1,811.2,Younger,1
40,scissors.png,OBJECT,scissors,36,SingleNaming,SingleA,1,832,Younger,1
40,scissors.png,OBJECT,scissors,13,SingleNaming,SingleB,1,841.3,Younger,1
40,glass.png,OBJECT,glass,15,SingleNaming,SingleB,1,852.7,Younger,1
40,kettle.png,OBJECT,kettle,20,SingleNaming,SingleB,1,854.2,Younger,1
40,ladder.png,OBJECT,ladder,33,SingleNaming,SingleA,1,875.1,Younger,1
40,plane.png,OBJECT,plane,6,SingleNaming,SingleB,1,881.7,Younger,1
40,pool.png,OBJECT,pool,23,SingleNaming,SingleA,1,889.9,Younger,1
40,ladder.png,OBJECT,ladder,2,SingleNaming,SingleB,1,891.7,Younger,1
40,football.png,OBJECT,ball,17,SingleNaming,SingleB,1,891.9,Younger,1
40,car.png,OBJECT,car,19,SingleNaming,SingleB,1,893.3,Younger,1
40,bell.png,OBJECT,bell,27,SingleNaming,SingleA,1,896.7,Younger,1
40,pen.png,OBJECT,pen,31,SingleNaming,SingleA,1,901.4,Younger,1
40,pool.png,OBJECT,pool,16,SingleNaming,SingleB,1,924.9,Younger,1
40,bed.png,OBJECT,bed,4,SingleNaming,SingleB,1,927.1,Younger,1
40,bell.png,OBJECT,bell,18,SingleNaming,SingleB,1,931.2,Younger,1
40,pipe.png,OBJECT,pipe,24,SingleNaming,SingleA,1,936.2,Younger,1
40,glass.png,OBJECT,glass,40,SingleNaming,SingleA,1,941.9,Younger,1
40,razor.png,OBJECT,razor,22,SingleNaming,SingleA,1,942.4,Younger,1
40,scissors.png,OBJECT,scissors,91,nonswitch,Dual,1,960,Younger,1
40,kettle.png,OBJECT,kettle,34,SingleNaming,SingleA,1,961,Younger,1
40,car.png,OBJECT,car,106,nonswitch,Dual,1,963.8,Younger,1
40,car.png,OBJECT,car,88,switch,Dual,1,977.1,Younger,1
40,football.png,OBJECT,ball,26,SingleNaming,SingleA,1,979.8,Younger,1
40,axe.png,OBJECT,axe,30,SingleNaming,SingleA,1,992.8,Younger,1
40,razor.png,OBJECT,razor,9,SingleNaming,SingleB,1,993.2,Younger,1
40,keyboard.png,OBJECT,keyboard,5,SingleNaming,SingleB,1,996.4,Younger,1
40,bed.png,OBJECT,bed,25,SingleNaming,SingleA,1,997.8,Younger,1
40,chair.png,OBJECT,chair,21,SingleNaming,SingleA,1,1011.7,Younger,1
40,kettle.png,OBJECT,kettle,124,nonswitch,Dual,1,1016.4,Younger,1
40,dart.png,OBJECT,dart,1,SingleNaming,SingleB,1,1019.5,Younger,1
40,book.png,OBJECT,book,39,SingleNaming,SingleA,1,1057.6,Younger,1
40,glass.png,OBJECT,glass,120,switch,Dual,1,1065.1,Younger,1
40,razor.png,OBJECT,razor,61,switch,Dual,1,1080.4,Younger,1
40,football.png,OBJECT,ball,116,switch,Dual,1,1090.1,Younger,1
40,football.png,OBJECT,ball,131,nonswitch,Dual,1,1103.4,Younger,1
40,bed.png,OBJECT,bed,104,nonswitch,Dual,1,1104.6,Younger,1
40,pen.png,OBJECT,pen,157,nonswitch,Dual,1,1109.8,Younger,1
40,chair.png,OBJECT,chair,14,SingleNaming,SingleB,1,1112.8,Younger,1
40,keyboard.png,OBJECT,keyboard,29,SingleNaming,SingleA,1,1122.1,Younger,1
40,dart.png,OBJECT,dart,37,SingleNaming,SingleA,1,1138.8,Younger,1
40,axe.png,OBJECT,axe,10,SingleNaming,SingleB,1,1143.9,Younger,1
40,book.png,OBJECT,book,154,switch,Dual,1,1152.8,Younger,1
40,scissors.png,OBJECT,scissors,19,switch,Dual,1,1173.3,Younger,1
40,bed.png,OBJECT,bed,44,nonswitch,Dual,1,1174,Younger,1
40,glass.png,OBJECT,glass,97,nonswitch,Dual,1,1177.2,Younger,1
40,needle.png,OBJECT,needle,35,SingleNaming,SingleA,1,1177.6,Younger,1
40,car.png,OBJECT,car,32,SingleNaming,SingleA,1,1192.9,Younger,1
40,chair.png,OBJECT,chair,81,X,Dual,7,1199.6,Younger,1
40,book.png,OBJECT,book,10,switch,Dual,1,1213.1,Younger,1
40,razor.png,OBJECT,razor,36,switch,Dual,1,1267.2,Younger,1
40,pool.png,OBJECT,pool,26,nonswitch,Dual,1,1277,Younger,1
40,football.png,OBJECT,ball,11,nonswitch,Dual,1,1297.1,Younger,1
40,pen.png,OBJECT,pen,83,switch,Dual,1,1297.1,Younger,1
40,bed.png,OBJECT,bed,53,switch,Dual,1,1328,Younger,1
40,razor.png,OBJECT,razor,84,nonswitch,Dual,1,1329.3,Younger,1
40,keyboard.png,OBJECT,keyboard,93,nonswitch,Dual,1,1333.6,Younger,1
40,ladder.png,OBJECT,ladder,110,nonswitch,Dual,1,1342.5,Younger,1
40,scissors.png,OBJECT,scissors,12,nonswitch,Dual,1,1345.9,Younger,1
40,needle.png,OBJECT,needle,3,SingleNaming,SingleB,1,1361.1,Younger,1
40,pen.png,OBJECT,pen,1,X,Dual,7,1362.5,Younger,1
40,glass.png,OBJECT,glass,20,nonswitch,Dual,1,1364.7,Younger,1
40,bed.png,OBJECT,bed,149,switch,Dual,1,1382.3,Younger,1
40,car.png,OBJECT,car,37,nonswitch,Dual,1,1387.4,Younger,1
40,bell.png,OBJECT,bell,103,switch,Dual,1,1393.1,Younger,1
40,ladder.png,OBJECT,ladder,25,nonswitch,Dual,1,1399.5,Younger,1
40,plane.png,OBJECT,plane,69,switch,Dual,1,1400.9,Younger,1
40,chair.png,OBJECT,chair,17,nonswitch,Dual,1,1413.5,Younger,1
40,bell.png,OBJECT,bell,70,nonswitch,Dual,1,1416.1,Younger,1
40,car.png,OBJECT,car,76,switch,Dual,1,1421.7,Younger,1
40,kettle.png,OBJECT,kettle,8,switch,Dual,1,1482.6,Younger,1
40,book.png,OBJECT,book,54,nonswitch,Dual,1,1489.1,Younger,1
40,ladder.png,OBJECT,ladder,80,switch,Dual,1,1497.8,Younger,1
40,keyboard.png,OBJECT,keyboard,96,switch,Dual,1,1499,Younger,1
40,chair.png,OBJECT,chair,123,switch,Dual,1,1503.5,Younger,1
40,axe.png,OBJECT,axe,145,switch,Dual,1,1509.4,Younger,1
40,shovel.png,OBJECT,shovel,8,SingleNaming,SingleB,1,1510.2,Younger,1
40,shovel.png,OBJECT,shovel,38,SingleNaming,SingleA,2,1512.3,Younger,0
40,dart.png,OBJECT,dart,100,nonswitch,Dual,1,1528.8,Younger,1
40,axe.png,OBJECT,axe,30,nonswitch,Dual,1,1529.6,Younger,1
40,chair.png,OBJECT,chair,58,switch,Dual,1,1529.8,Younger,1
40,scissors.png,OBJECT,scissors,138,switch,Dual,1,1531.7,Younger,1
40,book.png,OBJECT,book,126,nonswitch,Dual,1,1566.8,Younger,1
40,ladder.png,OBJECT,ladder,141,switch,Dual,1,1571.5,Younger,1
40,shovel.png,OBJECT,shovel,99,switch,Dual,1,1585,Younger,1
40,shovel.png,OBJECT,shovel,4,nonswitch,Dual,1,1586.1,Younger,1
40,kettle.png,OBJECT,kettle,130,switch,Dual,1,1595.4,Younger,1
40,bell.png,OBJECT,bell,125,nonswitch,Dual,1,1617,Younger,1
40,kettle.png,OBJECT,kettle,46,nonswitch,Dual,1,1617.6,Younger,1
40,glass.png,OBJECT,glass,43,switch,Dual,1,1622.8,Younger,1
40,razor.png,OBJECT,razor,24,nonswitch,Dual,1,1644.5,Younger,1
40,plane.png,OBJECT,plane,150,nonswitch,Dual,1,1647.2,Younger,1
40,keyboard.png,OBJECT,keyboard,34,switch,Dual,1,1647.4,Younger,1
40,pen.png,OBJECT,pen,90,switch,Dual,1,1648.6,Younger,1
40,needle.png,OBJECT,needle,160,switch,Dual,1,1654.4,Younger,1
40,pipe.png,OBJECT,pipe,13,nonswitch,Dual,1,1659.8,Younger,1
40,pool.png,OBJECT,pool,3,switch,Dual,1,1667.9,Younger,1
40,pool.png,OBJECT,pool,114,switch,Dual,1,1696.5,Younger,1
40,dart.png,OBJECT,dart,77,nonswitch,Dual,1,1718,Younger,1
40,football.png,OBJECT,ball,65,switch,Dual,1,1783.5,Younger,1
40,axe.png,OBJECT,axe,23,switch,Dual,1,1804.6,Younger,1
40,axe.png,OBJECT,axe,134,nonswitch,Dual,1,1831,Younger,1
40,needle.png,OBJECT,needle,40,switch,Dual,1,1841.4,Younger,1
40,plane.png,OBJECT,plane,156,switch,Dual,1,1859.4,Younger,1
40,pipe.png,OBJECT,pipe,29,switch,Dual,1,1895.1,Younger,1
40,keyboard.png,OBJECT,keyboard,5,nonswitch,Dual,1,1905.4,Younger,1
40,pipe.png,OBJECT,pipe,109,switch,Dual,1,1932.4,Younger,1
40,bell.png,OBJECT,bell,16,switch,Dual,1,1971.9,Younger,1
40,pool.png,OBJECT,pool,117,nonswitch,Dual,1,1978,Younger,1
40,plane.png,OBJECT,plane,51,nonswitch,Dual,1,2026.5,Younger,1
40,needle.png,OBJECT,needle,92,nonswitch,Dual,1,2034.1,Younger,1
40,pipe.png,OBJECT,pipe,85,nonswitch,Dual,1,2129.2,Younger,1
40,needle.png,OBJECT,needle,45,nonswitch,Dual,1,2212.6,Younger,1
40,shovel.png,OBJECT,shovel,50,switch,Dual,1,2283.3,Younger,1
40,dart.png,OBJECT,dart,74,switch,Dual,1,2605.4,Younger,1
40,shovel.png,OBJECT,shovel,105,nonswitch,Dual,1,2856.2,Younger,1
40,dart.png,OBJECT,dart,133,switch,Dual,1,3200.5,Younger,1
41,pen.png,ACTION,write,18,SingleNaming,SingleA,1,674.1,Younger,1
41,chair.png,ACTION,sit,10,SingleNaming,SingleA,1,712.5,Younger,1
41,pool.png,ACTION,swim,24,SingleNaming,SingleB,1,853.2,Younger,1
41,axe.png,ACTION,chop,14,SingleNaming,SingleA,1,896,Younger,1
41,pipe.png,ACTION,smoke,29,SingleNaming,SingleB,1,908.8,Younger,1
41,pen.png,ACTION,write,31,SingleNaming,SingleB,1,944.4,Younger,1
41,chair.png,ACTION,sit,147,nonswitch,Dual,1,948.1,Younger,1
41,needle.png,ACTION,sew,158,switch,Dual,1,954.8,Younger,1
41,ladder.png,ACTION,climb,36,SingleNaming,SingleB,1,964.3,Younger,1
41,glass.png,ACTION,drink,21,SingleNaming,SingleB,1,997.5,Younger,1
41,dart.png,ACTION,throw,4,SingleNaming,SingleA,1,998.4,Younger,1
41,keyboard.png,ACTION,type,19,SingleNaming,SingleA,1,998.4,Younger,1
41,chair.png,ACTION,sit,34,SingleNaming,SingleB,1,998.4,Younger,1
41,needle.png,ACTION,sew,30,SingleNaming,SingleB,1,1011.2,Younger,1
41,car.png,ACTION,drive,37,SingleNaming,SingleB,1,1011.6,Younger,1
41,book.png,ACTION,read,35,switch,Dual,1,1018.7,Younger,1
41,car.png,ACTION,drive,9,SingleNaming,SingleA,1,1019.7,Younger,1
41,needle.png,ACTION,sew,48,nonswitch,Dual,1,1019.7,Younger,1
41,needle.png,ACTION,sew,144,nonswitch,Dual,1,1034.2,Younger,1
41,keyboard.png,ACTION,type,28,SingleNaming,SingleB,1,1049.6,Younger,1
41,bed.png,ACTION,sleep,143,nonswitch,Dual,1,1053.9,Younger,1
41,pipe.png,ACTION,smoke,111,switch,Dual,1,1055.1,Younger,1
41,scissors.png,ACTION,cut,40,SingleNaming,SingleB,1,1083.7,Younger,1
41,pen.png,ACTION,write,18,switch,Dual,1,1089.5,Younger,1
41,glass.png,ACTION,drink,82,switch,Dual,1,1091.6,Younger,1
41,bed.png,ACTION,sleep,22,nonswitch,Dual,1,1092.3,Younger,1
41,book.png,ACTION,read,67,nonswitch,Dual,1,1100,Younger,1
41,book.png,ACTION,read,32,SingleNaming,SingleB,1,1100.8,Younger,1
41,dart.png,ACTION,throw,95,nonswitch,Dual,1,1113.6,Younger,1
41,bed.png,ACTION,sleep,16,SingleNaming,SingleA,1,1122.1,Younger,1
41,bell.png,ACTION,ring,122,nonswitch,Dual,1,1122.1,Younger,1
41,scissors.png,ACTION,cut,7,SingleNaming,SingleA,1,1126.4,Younger,1
41,pipe.png,ACTION,smoke,11,SingleNaming,SingleA,1,1126.4,Younger,1
41,book.png,ACTION,read,113,nonswitch,Dual,1,1126.4,Younger,1
41,needle.png,ACTION,sew,5,SingleNaming,SingleA,1,1139.9,Younger,1
41,scissors.png,ACTION,cut,112,nonswitch,Dual,1,1143.5,Younger,1
41,pen.png,ACTION,write,98,switch,Dual,1,1147.7,Younger,1
41,keyboard.png,ACTION,type,139,switch,Dual,1,1156.3,Younger,1
41,kettle.png,ACTION,boil,25,SingleNaming,SingleB,1,1160.5,Younger,1
41,kettle.png,ACTION,boil,15,SingleNaming,SingleA,1,1169.1,Younger,1
41,pen.png,ACTION,write,136,nonswitch,Dual,1,1170.2,Younger,1
41,dart.png,ACTION,throw,22,SingleNaming,SingleB,1,1177.1,Younger,1
41,dart.png,ACTION,throw,31,switch,Dual,1,1181.9,Younger,1
41,axe.png,ACTION,chop,39,SingleNaming,SingleB,1,1186.1,Younger,1
41,pen.png,ACTION,write,62,switch,Dual,1,1198.9,Younger,1
41,chair.png,ACTION,sit,73,nonswitch,Dual,1,1202.2,Younger,1
41,dart.png,ACTION,throw,39,nonswitch,Dual,1,1207.5,Younger,1
41,glass.png,ACTION,drink,128,nonswitch,Dual,1,1213.1,Younger,1
41,pool.png,ACTION,swim,129,nonswitch,Dual,1,1216.6,Younger,1
41,axe.png,ACTION,chop,127,switch,Dual,1,1219,Younger,1
41,glass.png,ACTION,drink,8,SingleNaming,SingleA,1,1219.4,Younger,1
41,football.png,ACTION,kick,35,SingleNaming,SingleB,1,1232.3,Younger,1
41,plane.png,ACTION,fly,56,nonswitch,Dual,1,1236,Younger,1
41,shovel.png,ACTION,dig,52,switch,Dual,1,1236.9,Younger,1
41,pool.png,ACTION,swim,68,nonswitch,Dual,1,1237.3,Younger,1
41,ladder.png,ACTION,climb,6,switch,Dual,1,1246.7,Younger,1
41,chair.png,ACTION,sit,118,switch,Dual,1,1250.8,Younger,1
41,razor.png,ACTION,shave,17,SingleNaming,SingleA,1,1254.4,Younger,1
41,scissors.png,ACTION,cut,151,switch,Dual,1,1261.1,Younger,1
41,keyboard.png,ACTION,type,119,nonswitch,Dual,1,1263,Younger,1
41,football.png,ACTION,kick,12,SingleNaming,SingleA,1,1271.5,Younger,1
41,razor.png,ACTION,shave,26,SingleNaming,SingleB,1,1271.5,Younger,1
41,plane.png,ACTION,fly,140,nonswitch,Dual,1,1271.5,Younger,1
41,keyboard.png,ACTION,type,42,nonswitch,Dual,1,1280,Younger,1
41,bed.png,ACTION,sleep,27,SingleNaming,SingleB,1,1282.7,Younger,1
41,razor.png,ACTION,shave,71,switch,Dual,1,1288.5,Younger,1
41,ladder.png,ACTION,climb,13,SingleNaming,SingleA,1,1297.1,Younger,1
41,ladder.png,ACTION,climb,137,nonswitch,Dual,1,1297.1,Younger,1
41,glass.png,ACTION,drink,33,nonswitch,Dual,1,1306.5,Younger,1
41,pipe.png,ACTION,smoke,15,nonswitch,Dual,1,1314.4,Younger,1
41,bed.png,ACTION,sleep,75,switch,Dual,1,1315.1,Younger,1
41,axe.png,ACTION,chop,102,nonswitch,Dual,1,1316.5,Younger,1
41,bell.png,ACTION,ring,33,SingleNaming,SingleB,1,1324.9,Younger,1
41,car.png,ACTION,drive,108,nonswitch,Dual,1,1326.2,Younger,1
41,plane.png,ACTION,fly,20,SingleNaming,SingleA,1,1326.9,Younger,1
41,pipe.png,ACTION,smoke,9,switch,Dual,1,1343.1,Younger,1
41,shovel.png,ACTION,dig,38,SingleNaming,SingleB,1,1345.4,Younger,1
41,glass.png,ACTION,drink,2,switch,Dual,1,1348.3,Younger,1
41,football.png,ACTION,kick,148,nonswitch,Dual,1,1348.3,Younger,1
41,shovel.png,ACTION,dig,3,SingleNaming,SingleA,1,1352.5,Younger,1
41,car.png,ACTION,drive,115,switch,Dual,1,1352.5,Younger,1
41,razor.png,ACTION,shave,89,switch,Dual,1,1363.3,Younger,1
41,bed.png,ACTION,sleep,107,switch,Dual,1,1373.7,Younger,1
41,book.png,ACTION,read,6,SingleNaming,SingleA,1,1373.9,Younger,1
41,plane.png,ACTION,fly,23,SingleNaming,SingleB,1,1390.9,Younger,1
41,kettle.png,ACTION,boil,79,nonswitch,Dual,1,1401.9,Younger,1
41,ladder.png,ACTION,climb,64,nonswitch,Dual,1,1402.4,Younger,1
41,football.png,ACTION,kick,135,switch,Dual,1,1425.9,Younger,1
41,chair.png,ACTION,sit,27,switch,Dual,1,1433.7,Younger,1
41,bell.png,ACTION,ring,1,SingleNaming,SingleA,1,1454.9,Younger,1
41,book.png,ACTION,read,142,switch,Dual,1,1459.2,Younger,1
41,axe.png,ACTION,chop,59,switch,Dual,1,1463.5,Younger,1
41,bell.png,ACTION,ring,94,switch,Dual,1,1467.7,Younger,1
41,razor.png,ACTION,shave,152,nonswitch,Dual,1,1472,Younger,1
41,kettle.png,ACTION,boil,87,nonswitch,Dual,1,1498.2,Younger,1
41,bell.png,ACTION,ring,7,nonswitch,Dual,1,1518.9,Younger,1
41,keyboard.png,ACTION,type,66,switch,Dual,1,1535.6,Younger,1
41,kettle.png,ACTION,boil,121,X,Dual,7,1540.3,Younger,1
41,plane.png,ACTION,fly,38,switch,Dual,1,1548.8,Younger,1
41,pool.png,ACTION,swim,2,SingleNaming,SingleA,3,1570.1,Younger,0
41,axe.png,ACTION,chop,72,nonswitch,Dual,1,1604.1,Younger,1
41,car.png,ACTION,drive,78,switch,Dual,1,1608.5,Younger,1
41,shovel.png,ACTION,dig,132,switch,Dual,1,1609.1,Younger,1
41,ladder.png,ACTION,climb,101,switch,Dual,1,1628.2,Younger,1
41,scissors.png,ACTION,cut,60,nonswitch,Dual,1,1629.9,Younger,1
41,needle.png,ACTION,sew,55,switch,Dual,1,1668.3,Younger,1
41,bell.png,ACTION,ring,14,switch,Dual,1,1685.6,Younger,1
41,shovel.png,ACTION,dig,159,nonswitch,Dual,1,1710.9,Younger,1
41,dart.png,ACTION,throw,86,switch,Dual,1,1736.5,Younger,1
41,car.png,ACTION,drive,57,nonswitch,Dual,3,1745.1,Younger,0
41,shovel.png,ACTION,dig,32,nonswitch,Dual,1,1817.6,Younger,1
41,pool.png,ACTION,swim,41,X,Dual,7,1856,Younger,1
41,razor.png,ACTION,shave,49,nonswitch,Dual,1,1930.8,Younger,1
41,pipe.png,ACTION,smoke,153,nonswitch,Dual,1,1941.3,Younger,1
41,scissors.png,ACTION,cut,63,nonswitch,Dual,1,2029.9,Younger,1
41,kettle.png,ACTION,boil,21,switch,Dual,1,2154.7,Younger,1
41,pool.png,ACTION,swim,155,switch,Dual,1,2261.3,Younger,1
41,plane.png,ACTION,fly,146,switch,Dual,1,2286.9,Younger,1
41,football.png,ACTION,kick,28,nonswitch,Dual,1,2457.6,Younger,1
41,football.png,ACTION,kick,47,switch,Dual,1,2513.1,Younger,1
41,scissors.png,OBJECT,scissors,13,SingleNaming,SingleB,1,650.1,Younger,1
